label-coarse,text
OTHERS,how successful is arometherapy ?
OTHERS,madonna hocks which soft drink ?
3,what group kidnaped patricia hearst ?
OTHERS,what film canine is buried in pere-lachaise cemetery in paris ?
4,how tall was the animated frankenstein
OTHERS,what 's the shape of a camel 's spine ?
5,what strait links the mediterranean sea and the atlantic ocean ?
3,who was the first american citizen awarded the albert medal of the society of arts ?
OTHERS,what is a hormone ?
OTHERS,what interesting method was used to run the credits in the early popeye cartoons ?
4,what are the dimensions of an ice hockey goal ?
OTHERS,what film ends with the line : `` this is mrs. norman maine '' ?
OTHERS,what was spawned the term `` mig alley '' ?
OTHERS,how can i get some free technical information on electric vehicle ?
5,"where are the apartments in saint john , new brunswick ?"
OTHERS,what class of animals makes up more than two-thirds of known species ?
OTHERS,how do you reference a website ?
OTHERS,what 1976 deep throat clone provides the leading lady with a second larynx ?
5,"what is the location of edinburgh , scotland ?"
3,what is the name of the inventor of silly putty ?
3,which member of charlie 's angels sang vocals for josie and the pussycats ?
OTHERS,what causes tuberculosis ?
4,what was the u.s. highway death toll in 1969 ?
OTHERS,what is the difference between love and infatuation ?
OTHERS,what soft drink tells us to `` go hawaiian '' ?
3,what are names of two old men who appear in the serial tv muppets show ?
OTHERS,name the soft drink that is `` number one in the sun . ''
OTHERS,what does salk vaccine prevent ?
3,what apostle is taylor caldwell 's great lion of god ?
OTHERS,what did richard feynman say upon hearing he would receive the nobel prize in physics ?
2,what does hiv stand for ?
4,how many double-word-score spaces are there on a scrabble crossword game board ?
OTHERS,what is a fear of sinning ?
OTHERS,what did esquire name ash hole of the year for 1980 ?
3,who was chairman of the senate select committee that tried to get to the bottom of watergate ?
OTHERS,"what children 's tale contains the line : `` come , cinderslut , and hold this skein of wool for me '' ?"
4,how long does it take to hike the entire appalachian trail ?
OTHERS,what is a rhomboideus minor ?
4,"what year did degas create the bronze sculpture , `` fourth position front ? ''"
3,who murdered leno and rosemary labianca on august 1
4,what debts did qintex group leave ?
OTHERS,describe the long march .
OTHERS,how do you say 2 in latin ?
3,who was damocles ?
3,what labor leader was last seen in the parking lot of a michigan restaurant ?
3,which nba players had jersey number 0 ?
3,who was lacan ?
3,what pope inaugurated vatican international radio ?
3,who is king in alley oop 's home of moo ?
4,how many john deere tractors have been manufactured ?
OTHERS,what is the milky way ?
4,how many rows of sprocket holes does a roll of 35-millimeter film have ?
3,what tv sitcom character had the maiden name ethel potter ?
3,who was the russian ambassador to hungary during the 1956 uprising ?
3,what tv family sometimes buys eclairs from nelson 's bakery ?
OTHERS,"what do i need to do to take my dog with me to live in dominica , west indies for a year ?"
OTHERS,what does a heliologist study ?
OTHERS,what are the five basic swimming strokes ?
OTHERS,what are the 10 plagues of egypt ?
4,how many meters are in a mile ?
OTHERS,what made the finger lakes in western new york state ?
3,who directed the first woody woodpecker cartoon ?
3,who patented the first phonograph ?
5,what city in the u.s. experienced the most growth recently ?
4,how much did varian associates try to sell its vacuum products division to the boc group for ?
3,who portrayed george m. cohan in 1942 's yankee doodle dandy ?
OTHERS,what is chiricahua the name of ?
OTHERS,for what reason did some san diego schools stop serving apples ?
3,whom did friz freleng add to the warner bros. cartoon ranks ?
4,how wide is the atlantic ocean ?
OTHERS,why do oceans contain salt water instead of fresh water ?
3,what is steve rogers 's profession when he 's not captain america ?
OTHERS,what does the term 3 mean to a newspaper editor ?
4,how many dollars a day did arthur frommer say you could get by on in europe in 1968 ?
5,what are the seven seas ?
OTHERS,what scale measures earthquakes ?
OTHERS,what product on the market is good for hiding facial scars ?
OTHERS,what articles of clothing are tokens in monopoly ?
OTHERS,how you can raise your iq ?
3,who was the architect of central park ?
3,name the first russian astronaut to do a spacewalk .
5,where is tornado alley ?
OTHERS,what does palindromic mean ?
4,how many americans fought for the british in the american revolution ?
OTHERS,what is a synonym for aspartame ?
OTHERS,what aesop 's fable has the moral : `` the race is not always to the swift. slow and steady is bound to win '' ?
3,what is goldfinger 's first name ?
4,how many inches apart are adjacent pins in tenpin bowling ?
OTHERS,what is the most common cancer ?
OTHERS,what chess outcome results when a player has no legal move ?
5,which continent has the most roses ?
OTHERS,what do italians call florence ?
3,what cruise line does kathie lee gifford advertise for ?
OTHERS,how do companies cut paper so thin ?
OTHERS,"what does the word camaro mean , from the gm car the camaro ?"
4,what are the chances of pregnacy if the penis does not penetrate the vagina ?
4,what is the exchange rate between england and the u.s. ?
4,when is a woman most fertile ?
OTHERS,what rabbit got its name because its ears resembled those of a jackass ?
OTHERS,what is a film starring jude law ?
OTHERS,what is a ` borrow pit ' ?
OTHERS,what is beethoven 's 9th symphony called ?
OTHERS,what is a canada two-penny black ?
OTHERS,what does the word `` meta '' mean ?
4,when did the supercontinent pangaea break up ?
3,who is desmond tutu ?
5,where was the largest concentration camp in world war ii ?
OTHERS,what is the `` coppertop '' battery ?
3,which king signed the magna carta ?
OTHERS,how can i register my website in yahoo for free ?
OTHERS,what is a fear of reptiles ?
OTHERS,what 's the mystery of the bermuda triangle ?
4,how much will gas be taxed in california by the year 2000 ?
OTHERS,what is the fastest computer ?
3,what is `` the airline built for professional travelers '' ?
OTHERS,what was jimmy durante 's theme song ?
4,"what is the current population for these countries : france , spain , italy , greece , austria , germany , switzerland , the netherlands ?"
2,what does jessica mean ?
3,what president 's ghost is said to haunt the white house ?
OTHERS,"what michelangelo sculpture is in saint peter 's cathedral , basilica , ?"
OTHERS,how can i find online spelling ?
OTHERS,what invention does the principle of conservation of energy make impossible ?
OTHERS,where do rocks come from ?
4,how many endangered species are there in the world ?
3,what mythical figure carries an hourglass and a scythe ?
OTHERS,how did the jack-o '-lantern get it 's name ?
OTHERS,what is the longest english word that can be formed using just the first row of letters on a typewriter ?
OTHERS,how effective are condoms in protecting against aids ?
3,"what actor , who had greatest fame on tv , became the father of triplets ?"
OTHERS,"what kind of sports did they play in the years 1642-1649 , the english civil war time ?"
4,how many years make up a lustrum ?
OTHERS,what four forms does gold occur in ?
4,how many url extensions are there ? and what are they ?
4,independent silversmith 's account for what percentage of silver production ?
3,what party was winston churchill a member of ?
OTHERS,which airplane did fawaz younis hijack ?
4,how much does the president get paid ?
3,in what high-risk business venture did jimmy the greek bet and lose ?
OTHERS,what is the second hardest substance ?
3,who was darius ?
OTHERS,what is franz kafka 's short story `` a country doctor '' trying to tell us ?
5,where is poe 's birthplace ?
4,how many presidents have died on the 4th of july ?
4,how many websites are there in the world ?
3,in the movie groundshog day what is the name of the character played by andie macdowell ?
5,what country 's northernmost city is darwin ?
OTHERS,what board game does a `` wood-pusher '' play poorly ?
OTHERS,how do i give a good massage ?
4,how far can you see ?
3,who was secretary of state during the nixon administration ?
4,how long does it take for your body to restore blood after you donate your blood ?
OTHERS,what does choo choo charlie say ?
3,what multitalented academy-award-winning director failed a college course in motion-picture production ?
3,what comic of tv 's golden age went by the motto `` anything for a laugh '' ?
3,what are the three most successful companies of our time ?
4,when was the g7 group of nations formed ?
5,name an art gallery in new york .
4,the olympic games in which year allowed nadia comaneci to become popular ?
OTHERS,why were people recruited for the vietnam war ?
OTHERS,which airplane was fawaz younis convicted of hijacking ?
5,what island was the target of the u.s. 's operation urgent fury ?
5,what is the largest and most expensive freeway construction project in the u.s. right now ?
3,who wrote brave new world ?
OTHERS,what are the most common causes of death in the u.s. ?
OTHERS,why do people shake hands to show friendliness ?
3,who fired maria ybarra from her position in san diego council ?
